Олонец; 81436
Ольга; 42376
Ольховатка; 47395
Ольховка; 84456
Омск; 3812
Омсукчан; 41346
Омутинский; 34544
Омутнинск; 83352
Онгудай; 38845
Онега; 81839
Онуфриево; 49631
Опарино; 83353
Опочка; 81138
Орда; 34258
Ордынское; 38359
Орево; 49622
Орел; 4862
Оренбург; 3532
Орехово-Зуево; 4964
Оричи; 83354
Орлов; 83365
Орловский; 86375
Орск; 3537
Оршанка; 83641
Оса; 34291
Осинники; 38471
Осташков; 48235
Осташово; 49636
Остров; 81152
Островское; 49438
Острогожск; 47375
Отрадная; 86144
Отрадный; 84661
Оха; 42437
Оханск; 34279
Охотск; 42141
Очер; 34278
П.Зверосовхоз; 49653
Павино; 49439
Павловка; 84248
Павлово; 83171
Павловск; 38581
Павловск; 47362
Павловская; 86191
Павловская Слобода; 49631
Павловский Посад; 49643
Павловское; 49631
Павловское; 49679
Павлоградка; 38172
Палана; 41543
Палатка; 41342
Палех; 49334
Палкино; 81145
Палласовка; 84492
Панино; 47344
Панкрушиха; 38580
Парабель; 38252
Параньга; 83639
Партизанск; 423630
Партизанск; 42363
Партизанское; 39140
Парфеньево; 49440
Парфино; 81650
Пачелма; 84152
Певек; 42737
Пенза; 8412
Пено; 48230
Первомайск; 83139
Первомайский; 35348
Первомайский; 47548
Первомайское; 38245
Первоуральск; 3439
Перевоз; 83148
Переволоцкий; 35338
Перемышль; 48441
Переславль-Залесский; 48535
Переяславка; 42154
Пермь; 342
Пестово; 81669
Пестравка; 84674
Пестрецы; 84367
Пестяки; 49346
Песчанокопское; 86373
Петровск; 84555
Петровск Забайкальск; 30236
Петровское; 47544
Петрозаводск; 8142
Петропавловка; 30134
Петропавловка; 47365
Петропавловск-Камчатский; 41522
Петропавловское; 38573
Петухово; 35235
Петушки; 49243
Печора; 82142
Печоры; 81148
Пешки; 4962
Пижанка; 83355
Пикалево; 81366
Пильна; 83192
Пионерский; 40155
Пировское; 39166
Пителино; 49145
Питерка; 84561
Питкяранта; 81433
Пичаево; 47554
Плавск; 48752
Пласт; 35160
Плес; 49339
Плесецк; 81832
Плешаново; 35345
Плюсса; 81133
Повадино; 49679
Поварово; 4962
Поворино; 47376
Погар; 48349
Пограничный; 42345
Подгоренский; 47394
Подгорное; 38257
Поддорье; 81658
Подмосковный; 49646
Подмосковье; 49679
Подольск; 4967
Подосиновец; 83351
Подпорожье; 81365
Подрядниково; 49640
Покачи; 34669
Покров; 49243
Покровка; 42344
Покровск; 41144
Покровское; 48664
Покровское; 86347
Полбино; 49640
Полевской; 34350
Полесск; 40158
Половинное; 35238
Полтавка; 38163
Полтавская; 86165
Полярные Зори; 81532
Полярный; 81551
Поназырево; 49448
Пономаревка; 35357
Поныри; 47135
Поповская; 49640
Порецкое; 83543
Поречье; 49638
Поронайск; 42431
Порхов; 81134
Пос.Биокомбинат; 496
Поспелиха; 38556
Похвистнево; 84656
Почеп; 48345
Починки; 49640
Починки; 83197
Починок; 48149
Пошехонье; 48546
Поярково; 41637
Правдинск; 40157
Правдинский; 49653
Преображенская; 84445
Пречистое; 48549
Приаргунск; 30243
Привокзальный; 49636
Приволжск; 49339
Приволжье; 84647
Приморско-Ахтарск; 86143
Приморье; 8622
Приозерск; 81379
Пристень; 47134
Приютное; 84736
Провидения; 42735
Прокопьевск; 3846
Пролетарий; 4967
Промышленная; 38442
Пронск; 49155
Протвино; 4967
Прохладный; 86631
Прохоровка; 47242
Пряжа; 81456
Прямицыно; 47142
Псков; 81122
Псков; 8112
Птицеград; 49654
Птичное; 49634
Пугачев; 84574
Пудож; 81452
Пустошка; 81142
Путятино; 49146
Пучеж; 49345
Пушкино; 49653
Пушкинские Горы; 81146
Пущино; 4967
Пыталово; 81147
Пыть-Ях; 3463
Пышма; 34372
Пыщуг; 49452
Пятигорск; 8793
Радищево; 84239
Радужный; 49254
Радужный; 4966
Радужный; 34668
Раевский; 34754
Райчихинск; 41647
Ракитное; 47245
Раменки; 49640
Раменское; 49646
Рамешки; 48244
Рамонь; 47340
Рассказово; 47531
Рахмановский Комбинат; 49643
Ребриха; 38582
Ревда; 34397
Реж; 34364
Ремонтное; 86379
Репьевка; 47374
Речицы; 49646
Ржакса; 47555
Ржев; 48232
Ровеньки; 47238
Ровное; 84596
Рогачево; 49622
Рогнедино; 48331
Рогово; 4967
Родино; 38563
Родионово-Несветайская; 86340
Родники; 49336
Романовка; 84544
Романово; 38561
Романовская; 86394
Ромны; 41645
Ромоданово; 83438
Рославль; 48134
Россошь; 47396
Ростов; 48536
Ростов-На-Дону; 863
Рошаль; 49645
Ртищево; 84540
Рубцовск; 38557
Рудня; 84453
Рудня; 48141
Руза; 49627
Рузаевка; 83451
Румянцево; 49631
Русская Поляна; 38156
Русский Камешкир; 84145
Русское Поле; 49672
Рыбинск; 4855
Рыбная Слобода; 84361
Рыбное; 49137
Рыльск; 47152
Ряжск; 49132
Рязань; 4912
Сав.Слобода; 49632
Савино; 49356
Савино; 4964
Садовое; 84741
Сакмара; 35331
Салават; 34763
Салехард; 34922
Сальск; 86372
Самара; 846
Самойловка; 84548
Сангар; 41163
Сандово; 48272
Санкт-Петербург; 812
Санчурск; 83357
Сапожок; 49152
Сараи; 49148
Саракташ; 35333
Саранск; 8342
Сарапул; 34147
Саратов; 8452
Саргатское; 38178
Сарманово; 85559
Саров; 83130
Саскылах; 41168
Сасово; 49133
Сатинка; 47556
Сатка; 35161
Сафакулево; 35243
Сафоново; 48142
Саяногорск; 39042
Саянск; 39553
Свердловский; 496
Светлогорск; 40153
Светлоград; 86547
Светлый; 40152
Светлый; 35366
Светлый Яр; 84477
Свеча; 83358
Свирск; 39573
Свободный; 41643
Себеж; 81140
Севастополь; 8692
Северное; 38360
Северное; 35354
Северный; 49620
Северо-Енисейский; 39160
Северобайкальск; 30130
Северодвинск; 81842
Северодвинск; 8184
Североморск; 81537
Североуральск; 34380
Северск; 3823
Северская; 86166
Севск; 48356
Сегежа; 81431
Седельниково; 38164
Сеймчан; 41347
Селиваниха; 49640
Село Им.Бабушкина; 81745
Селты; 34159
Селятино; 49634
Семенов; 83162
Семикаракорск; 86356
Семилуки; 47372
Сенгилей; 84233
Серафимович; 84464
Сергач; 83191
Сергиев Посад; 49654
Сергиевск; 84655
Сергокала; 87230
Сердобск; 84167
Серебряные Пруды; 49667
Середа; 49637
Сернур; 83633
Серов; 34385
Серпухов; 4967
Серышево; 41642
Сеченево; 83193
Сибай; 34775
Сива; 34277
Ситне-Щелканово; 49664
Сковородино; 41654
Скопин; 49156
Славгород; 38568
Славск; 40163
Славянка; 42331
Славянск На Кубани; 86146
Сладково; 34555
Сланцы; 81374
Слободской; 83362
Слюдянка; 39544
Смидович; 42632
Смирных; 42452
Смоленск; 4812
Смоленское; 38536
Снегири; 49631
Снежинск; 35146
Снежногорск; 39193
Снежногорск; 81530
Собинка; 49242
Соболево; 4964
Совет-Квадже; 8622
Советск; 40161
Советск; 83375
Советская Гавань; 42138
Советский; 83638
Советский; 34675
Советское; 38598
Сокол; 81733
Солигалич; 49436
Соликамск; 34253
Солнечногорск; 4962
Солнечный; 42146
Солнечный; 41140
Солнцево; 47154
Соловецкий Поселок; 8183590
Солонешное; 38594
Солотча; 4912
Солтон; 38533
Соль-Илецк; 35336
Сольцы; 81655
Сонково; 48246
Сорочинск; 35346
Сорск; 39033
Сортавала; 81430
Сосково; 48665
Сосновка; 47532
Сосново-Озерское; 30135
Сосновоборск; 39131
Сосновоборск; 84168
Сосновское; 83174
Сосновый Бор; 81369
Сосногорск; 82149
Софрино; 49653
Сочи; 8622
Спас-Деменск; 48455
Спас-Заулок; 49624
Спас-Клепики; 49142
Спасск Дальний; 42352
Спасск-Рязанский; 49135
Спасское; 83165
Спирово; 48276
Средняя Ахтуба; 84479
Сретенск; 30246
Ставрополь; 8652
Становое; 47476
Старая Кулатка; 84249
Старая Майна; 84230
Старая Полтавка; 84493
Старая Русса; 81652
Старая Ситня; 49664
Старица; 48263
Староалейское; 38559
Стародуб; 48348
Старое Дрожжаное; 84375
Старое Шайгово; 83432
Старожилово; 49151
Староминская; 86153
Старощербиновская; 86151
Староюрьево; 47543
Старый Оскол; 4725
Стенино; 4964
Степное; 84566
Степное; 86563
Стерлибашево; 34739
Стерлитамак; 3473
Столбовая; 49672
Стрежевой; 38259
Строитель; 47244
Струги-Красные; 81132
Ступино; 49664
Суворов; 48763
Суджа; 47143
Судиславль; 49433
Судогда; 49235
Суздаль; 49231
Суземка; 48353
Сузун; 38346
Суксун; 34275
Суна; 83369
Сунтар; 41135
Суоярви; 81457
Сураж; 48330
Сургут; 3462
Суровкино; 84473
Сурское; 84242
Сусанино; 49434
Сусуман; 41345
Сухиничи; 48451
Сухобузимское; 39199
Сухой Лог; 34373
Сызрань; 8464
Сыктывкар; 8212
Сысерть; 34374
Сысоево; 49622
Сычевка; 48130
Сычево; 49636
Сюмси; 34152
Сямжа; 81752
Т.Болото; 49640
Таборы; 34347
Табуны; 38567
Тавда; 34360
Таврическое; 38151
Таганрог; 86344
Таганрог; 8634
Тазовский; 34940
Тайга; 38448
Тайшет; 39563
Таксимо; 30132
Талдом; 49620
Талица; 34371
Таловая; 47352
Тальменка; 38591
Тамала; 84169
Тамбов; 4752
Тамбовка; 41638
Тара; 38171
Тарасовский; 86386
Тарбагатай; 30146
Тарко-Сале; 34997
Тарногский Городок; 81748
Тарумовка; 87261
Таруса; 48435
Тасеево; 39164
Татарск; 38364
Татищево; 84558
Тахтамукай; 87771
Тацинский; 86397
Ташла; 35347
Таштагол; 38473
Таштып; 39046
Тбилисская; 86158
Тверь; 4822
Тевриз; 38154
Тегульдет; 38246
Тейково; 49343
Темкино; 48136
Темников; 83445
Темрюк; 86148
Теньгушево; 83446
Теплое; 48755
Тербуны; 47474
Терек; 86632
Тереньга; 84234
Терней; 42374
Терновка; 47347
Терскол; 86638
Тетюши; 84373
Тигиль; 41537
Тикси; 41167
Тиличики; 41544
Тим; 47153
Тимашевск; 86130
Тимоново; 4962
Тисуль; 38447
Тихвин; 81367
Тихорецк; 86196
Тобольск; 3456
Тогул; 38597
Тогучин; 38340
Токаревка; 47557
Толбазы; 34745
Тольятти; 8482
Томари; 42446
Томск; 3822
Тонкино; 83153
Тоншаево; 83151
Топки; 38454
Топчиха; 38552
Торбеево; 83456
Торжок; 48251
Торопец; 48268
Тосно; 81361
Тотьма; 81739
Тоцкое; 35349
Трехгорный; 35191
Троицк; 4967
Троицк; 35163
Троицко Печорск; 82138
Троицкое; 38534
Троицкое; 84742
Троицкое; 49672
Троицкое; 42156
Тросна; 48666
Трубчевск; 48352
Туапсе; 86167
Туголесский Бор; 49645
Тугулым; 34367
Тужа; 83340
Туймазы; 34782
Тула; 4872
Тульский; 87777
Тунгусско-Чунский; 39177
Тура; 39170
Туринск; 34349
Туринская Слобода; 34361
Турки; 84543
Турочак; 38843
Турунтаево; 30144
Туруханский; 39190
Тутаев; 48533
Тучково; 49627
Тымовское; 42447
Тында; 41656
Тырныауз; 86638
Тюкалинск; 38176
Тюльган; 35332
Тюлячи; 84360
Тюменцево; 38588
Тюмень; 3452
Тюхтет; 39158
Тяжинский; 38449
Убинское; 38366
Ува; 34130
Уваровка; 49638
Уварово; 47558
Уват; 34561
Увельский; 35166
Углегорск; 42432
Углич; 48532
Угловское; 38579
Угольные Копи; 42732
Угра; 48137
Удомля; 48255
Ужур; 39156
Узловая; 48731
Уинское; 34259
Уйское; 35165
Улан-Удэ; 3012
Улеты; 30238
Ульяново; 48443
Ульяновск; 8422
Умба; 81559
Умет; 47559
Унеча; 48351
Уни; 83359
Упорово; 34541
Уразовка; 83194
Урай; 34676
Урень; 83154
Уржум; 83363
Урмары; 83544
Урус-Мартан; 87145
Уруссу; 85593
Урюпинск; 84442
Усвяты; 81150
Усинск; 82144
Усмань; 47472
Усогорск; 82135
Усолье; 3424
Усолье Сибирское; 39543
Успенская; 86140
Уссурийск; 4234
Усть Абакан; 39032
Усть Большерецк; 41532
Усть Джегута; 87875
Усть Донецк; 86351
Усть Илимск; 39535
Усть Ишим; 38150
Усть Камчатск; 41534
Усть Катав; 35167
Усть Качка; 342
Усть Кишерть; 34252
Усть Кулом; 82137
Усть Кут; 39565
Усть Лабинск; 86135
Усть Мая; 41141
Усть Нера; 41154
Усть Омчуг; 41344
Усть Ордынский; 39541
Усть Тарка; 38372
Усть Уда; 39545
Усть Хайрюзово; 41539
Усть Цильма; 82141
Усть-Енисейский; 39179
Усть-Калманка; 38599
Усть-Кан; 38847
Усть-Кокса; 38848
Усть-Чарышская Пристань; 38554
Устье; 81753
Устюжна; 81737
Уфа; 347
Ухолово; 49154
Ухта; 82167
Учалы; 34791
Уяр; 39146
Фаленки; 83332
Фатеж; 47144
Фаустово; 49646
Февральск; 41655
Федоровка; 34746
Ферзиково; 48437
Фершампенуаз; 35157
Фирово; 48239
Фокино; 42339
Фролово; 84465
Фруктовая; 49663
Фрязево; 49651
Фрязино; 496
Фряново; 496
Фурманов; 49341
Хабаровск; 4212
Хабары; 38569
Хабез; 87873
Хакуринохабль; 87773
Хандыга; 41153
Ханты-Мансийск; 3467
Харабали; 85148
Харовск; 81732
Харп; 34948
Хасавюрт;(872 31)
Хатангский; 39176
Хвалынск; 84595
Хвастовичи; 48453
Хвойная; 81667
Хилок; 30237
Хиславичи; 48140
Хлевное; 47477
Холм; 81654
Холм Жирки; 48139
Холмогоры; 81830
Холмск; 42433
Холодово; 49646
Хомутовка; 47137
Хомутово; 48678
Хоринск; 30148
Хороль; 42347
Хоста; 8622
Хотынец; 48642
Хотьково; 49654
Хохольский; 47371
Хунзах;(872 33)
Цаган Аман; 84744
Целина; 86371
Целинное; 38596
Целинное; 35241
Цивильск; 83545
Цимлянск; 86391
Чагода; 81741
Чайковский; 34241
Чалтырь; 86349
Чамзинка; 83437
Чаны; 38367
Чапаевск; 84639
Чаплыгин; 47475
Чара; 30261
Чарышское; 38574
Частоозерье; 35230
Частые; 34268
Чебаркуль; 35168
Чебоксары; 8352
Чегдомын; 42149
Чегем Первый; 86630
Чекмагуш; 34796
Челно Вершины; 84651
Челябинск; 351
Чемал; 38841
Чемодурово; 49644
Чердаклы; 84231
Чердынь; 34240
Черемисиново; 47159
Черемхово; 39546
Черемшан; 84396
Черепаново; 38345
Череповец; 8202
Черкесск; 87822
Черкесск; 8782
Черлак; 38153
Черниговка; 42351
Черноголовка; 49652
Черногорск; 39031
Чернушка; 34261
Черный Яр; 85149
Чернышевск; 30265
Чернышковский; 84474
Чернь; 48756
Чернянка; 47232
Черняховск; 40141
Черский; 41157
Чертково; 86387
Чесма; 35169
Чехов; 496
Чикола; 86734
Чистоозерное; 38368
Чистополь; 84342
Чита; 3022
Чишмы; 34797
Чкаловск; 83160
Чоя; 38840
Чугуевка; 42372
Чудово; 81665
Чулково; 49646
Чулым; 38350
Чунский; 39567
Чурапча; 41151
Чурилкино; 49679
Чусовой; 34256
Чухлома; 49441
Чучково; 49138
Шаблыкино; 48644
Шагонар; 39436
Шадринск; 35253
Шалинское; 39149
Шаля; 34358
Шаран; 34769
Шаранга; 83155
Шарапово; 49632
Шаркан; 34136
Шарлык; 35358
Шарыпово; 39153
Шарья; 49449
Шатки; 83190
Шатой; 87135
Шатрово; 35257
Шатура; 49645
Шаховская; 49637
Шахты; 8636
Шахунья; 83152
Шацк; 49147
Шебалино; 38849
Шебекино; 47248
Шебляково; 49624
Шексна; 81751
Шелаболиха; 38558
Шелехов; 39550
Шелопугино; 30266
Шемурша; 83546
Шемышейка; 84159
Шенкурск; 81851
Шентала; 84652
Шигоны; 84648
Шилка; 30244
Шилово; 49136
Шимановск; 41651
Шимск; 81656
Шипуново; 38550
Шира; 39035
Шишкин Лес; 4967
Шувое; 49640
Шугарово; 49664
Шуйское; 81749
Шумерля; 83536
Шумиха; 35245
Шумячи; 48133
Шушенское; 39139
Шуя; 49351
Щапово; 4967
Щекино; 48751
Щелково; 496
Щербакуль; 38177
Щербинка; 4967
Щигры; 47145
Щурово; 4966
Щучье; 35244
Ытык Кюель; 41152
Эвенск; 41348
Электрогорск; 49643
Электросталь; 49657
Электроугли; 49651
Элиста; 84722
Эльхотово; 86735
Энгельс; 8453
Эртиль; 47345
Эссо; 41542
Югорск; 34675
Южа; 49347
Южно-Сахалинск; 42422
Южно-Сахалинск; 4242
Южноуральск; 35134
Юкаменское; 34161
Юрга; 38451
Юргамыш; 35248
Юргинское; 34543
Юрино; 83644
Юрла; 34294
Юрцово; 49640
Юрьев-Польский; 49246
Юрьевец; 49337
Юрья; 83366
Юсьва; 34246
Юхнов; 48436
Явас; 83457
Ягодное; 41343
Ядрин; 83547
Языково; 34747
Яковлевка; 42371
Якутск; 4112
Якшур-Бодья; 34162
Ялуторовск; 34535
Яльчики; 83549
Янаул; 34760
Янтиково; 83548
Яр; 34157
Яр Сале; 34996
Яранск; 83367
Яренск; 81859
Ярково; 34531
Ярославль; 4852
Ярцево; 48143
Ясногорск; 48766
Ясный; 35368
Яхрома; 49622
Яшалта; 84745
Яшкино; 38455
Яшкуль; 84746
Яя; 38441
